ind,sex,age_sim,lv_educ,empl_stat,marit_stat,house_memb,chil_u_18_y,nation,religion,soc_econ_stat,prof_ind,prof_stat,count_house,own_field,num_car_house,own_rent_house,edu,temperam,ind_risk_sim,invest_exp_sim,shares,corp_oblig,oth,inv_fund,cash,crypto,gov_bond,deposits,income_sim,pers_exp_sim,house_exp_sim,taxes_sim,transp_telecom_sim,hobby_sim,banking,bk_oprat,bk_dc,bk_cc,bk_acc,ins_prop,ins_life,ins_casco,health_ins,overdraft,cons_cred,mortgage,car_leas,pens_ins,.,lv_educ,empl_stat,marit_stat,house_memb,chil_u_18_y,nation,religion,soc_econ_stat,prof_ind,prof_stat,count_house,own_field,num_car_house,own_rent_house,edu,temperam,ind_risk_sim,invest_exp_sim,shares,corp_oblig,oth,inv_fund,cash,crypto,gov_bond,deposits,income_sim,pers_exp_sim,house_exp_sim,taxes_sim,transp_telecom_sim,hobby_sim,banking,bk_oprat,bk_dc,bk_cc,bk_acc,ins_prop,ins_life,ins_casco,health_ins,overdraft,cons_cred,mortgage,car_leas,pens_ins,,total
19641,2,37,4,3,2,2,1,1,4,1,9,2,1,0,1,1,7,3,0.50,0,0,0,0,1,0,0,0,1,40516,5507,3957,2173,2476,864,0,2,2,0,1,0,0,0,0,0,1,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,,1
19642,2,68,4,3,1,2,2,1,3,0,9,6,0,0,0,0,1,1,0.78,0,0,0,0,0,0,0,0,1,9390,4612,764,524,1349,913,0,2,2,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
19643,2,56,5,3,1,2,0,1,3,1,11,2,1,0,0,0,3,2,0.52,0,0,0,0,0,0,0,0,1,7195,4815,722,895,1053,769,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,1
19644,1,55,2,2,1,2,1,1,3,0,10,5,1,0,2,1,1,1,0.53,0,0,0,0,0,0,0,0,1,5856,4099,422,295,653,166,0,4,1,1,0,0,0,0,0,1,0,0,0,0,,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
19645,2,84,2,2,1,4,1,1,3,0,10,2,1,0,1,1,5,3,0.36,0,0,0,0,0,0,0,0,1,9529,4533,719,608,1168,575,0,2,2,1,1,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
19646,1,35,4,3,2,3,2,1,3,1,10,2,1,0,0,1,5,4,0.52,0,0,0,0,0,0,0,0,1,8411,4732,1480,747,1041,665,0,2,2,0,1,0,0,0,0,0,0,0,0,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,,1
19647,2,69,3,2,1,5,1,1,6,0,9,6,1,0,0,1,3,4,0.54,0,0,0,0,0,0,0,0,1,5953,4144,254,303,645,967,0,4,2,1,1,0,0,0,0,0,1,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19648,2,21,4,2,1,2,1,1,3,0,2,6,0,0,0,1,5,4,0.60,0,0,0,0,0,1,0,0,0,5655,4438,263,207,516,520,0,4,2,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
19649,1,31,4,2,1,2,0,1,3,1,2,5,0,0,3,1,3,3,0.77,0,0,0,0,0,0,0,0,1,21952,5253,2431,1234,1926,769,0,2,1,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19650,2,42,3,4,2,1,1,3,3,1,8,2,1,0,0,1,2,3,0.51,0,0,0,0,0,0,0,0,1,6379,4604,880,923,1493,901,1,2,2,1,1,0,0,0,0,1,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,,1
19651,2,30,4,4,2,2,1,1,7,1,2,5,0,0,0,1,3,1,0.83,18,0,0,0,1,0,0,0,1,22459,5385,2510,1259,1946,917,0,3,2,0,1,0,0,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19652,1,26,1,3,2,2,1,1,3,1,8,2,0,0,1,1,8,4,0.45,1,0,0,0,1,0,0,0,1,5312,4349,82,365,540,532,0,3,1,1,1,1,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,0
19653,2,29,4,2,2,2,0,1,3,0,9,5,1,1,0,1,1,3,0.31,9,0,0,0,0,0,0,0,0,11575,4694,709,789,1251,797,0,4,1,0,1,0,0,1,0,1,0,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19654,1,65,4,4,2,1,0,1,3,1,2,2,1,0,0,1,3,1,0.41,0,0,0,0,0,0,0,0,1,25001,5824,3407,2209,2058,833,0,2,1,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19655,2,41,3,3,1,2,1,1,3,1,6,2,0,1,0,1,3,3,0.67,0,0,0,0,0,1,0,0,1,5465,4335,181,441,994,177,0,3,1,0,1,0,0,0,0,0,1,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19656,2,47,4,3,1,1,2,1,3,0,8,2,1,1,0,1,5,3,0.65,0,0,0,0,0,0,0,0,1,15839,5868,3860,2264,2105,847,0,3,1,0,1,1,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,,1
19657,2,44,5,3,1,3,0,1,3,0,12,2,1,0,1,1,7,1,0.51,0,0,0,0,0,0,0,0,1,15622,5250,2319,1770,1854,761,0,4,1,0,1,0,0,0,0,1,0,0,0,0,,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19658,2,65,2,4,2,2,2,1,5,1,3,2,0,0,2,1,6,4,0.58,0,0,0,0,0,0,0,0,1,5888,4432,272,257,777,480,0,3,1,1,1,0,0,0,0,0,0,0,0,1,,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,,0
19659,2,46,4,3,2,6,0,1,3,0,2,2,1,1,0,1,1,3,0.50,2,0,0,0,0,0,0,0,0,16632,5363,1646,1215,1825,946,1,3,1,1,1,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19660,2,30,2,3,1,2,0,1,3,1,9,2,1,0,0,1,2,4,0.50,0,0,0,0,0,0,0,1,1,5710,4009,87,318,660,181,0,3,3,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
19661,2,58,4,4,2,2,1,1,3,1,3,4,1,0,0,1,1,3,0.55,0,0,0,0,0,0,0,0,1,6516,4975,677,662,1320,779,0,4,1,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19662,1,66,4,3,1,4,1,1,3,1,2,6,1,0,2,1,3,2,0.56,0,0,0,0,0,0,0,0,1,5522,4262,52,411,775,862,0,3,2,0,1,0,0,0,0,1,0,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,,1
19663,1,69,3,3,1,2,1,1,3,0,5,2,1,1,1,1,5,3,0.32,0,0,0,0,0,0,0,0,1,8899,4525,1484,901,1002,543,0,2,1,1,1,0,0,1,0,0,0,0,1,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19664,2,69,3,3,4,2,0,1,3,0,2,6,1,0,1,1,4,3,0.97,0,0,0,0,0,0,0,0,1,10577,4788,1271,822,1257,896,0,3,1,0,0,0,0,0,0,0,1,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,1
19665,1,26,2,4,2,2,1,1,4,1,2,2,0,1,0,1,3,4,0.99,0,0,0,0,0,0,0,0,1,10309,4793,1014,818,1212,695,0,3,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,0
19666,2,55,3,4,1,3,2,1,3,0,7,2,0,1,1,1,1,1,0.64,0,0,0,0,0,0,0,0,1,7049,4796,1091,805,1116,819,0,3,2,0,1,0,0,0,0,0,0,0,0,1,,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,,1
19667,2,18,5,2,2,4,0,1,3,1,10,5,0,0,0,1,1,1,0.45,0,0,0,0,0,0,0,0,0,10867,4846,714,903,1436,640,0,4,1,0,1,0,0,0,0,1,0,0,0,0,,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
19668,1,43,5,3,1,1,1,1,3,1,2,2,1,0,0,1,3,1,0.59,4,0,0,0,0,0,0,0,1,42916,5896,3226,2000,2438,974,0,4,1,0,1,0,1,0,0,1,1,0,0,0,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,,1
19669,1,79,3,4,2,3,1,1,7,0,3,2,0,0,1,1,7,4,0.63,4,0,0,0,0,0,0,0,1,5524,4146,500,297,868,378,0,3,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
19670,1,50,3,2,2,3,2,1,3,1,7,5,1,0,0,1,3,1,0.39,0,0,0,0,0,0,0,0,1,11515,4824,1290,808,1460,854,0,2,1,1,1,0,0,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,,1
19671,2,56,3,3,1,1,0,1,3,0,2,5,0,1,0,1,3,1,0.57,0,0,0,0,0,0,0,0,1,9799,4853,1302,713,1159,726,0,3,1,0,1,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19672,2,64,3,4,2,3,1,1,3,0,10,2,2,0,2,1,7,4,0.40,0,0,0,0,0,0,0,0,1,5902,4002,131,460,958,894,0,4,1,0,1,0,0,0,0,0,1,0,1,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19673,2,51,4,3,1,2,0,1,3,1,10,6,0,0,0,1,2,2,0.64,0,0,0,0,0,0,0,0,1,5360,4120,429,491,699,133,0,4,1,0,1,0,0,0,0,0,1,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19674,1,29,4,3,1,3,0,1,3,0,1,5,1,1,1,1,3,1,0.43,0,0,0,0,0,0,0,0,1,17490,5483,2199,1719,1565,680,0,4,2,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19675,1,50,4,4,1,3,1,1,3,1,9,2,1,1,1,1,9,3,0.49,0,0,0,0,0,0,0,0,1,9372,4971,1436,724,1450,876,0,2,1,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19676,1,77,4,3,2,3,1,1,4,0,5,6,0,0,1,0,3,1,0.58,4,0,0,0,0,0,0,0,1,10303,4896,1384,955,1130,932,0,3,2,0,1,0,0,0,0,0,1,0,0,1,,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
19677,1,35,1,3,2,2,0,1,3,1,10,5,0,0,0,1,3,4,0.61,17,0,0,0,0,0,0,0,0,10820,4536,778,732,1081,872,0,3,2,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
19678,2,22,2,3,2,3,0,1,4,1,10,2,1,0,0,1,3,3,0.29,0,0,0,0,0,0,0,0,1,9936,4697,782,887,1045,985,0,4,1,0,1,1,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
19679,2,62,3,3,3,2,1,1,7,1,5,5,0,0,1,1,3,2,0.52,0,0,0,0,0,0,0,0,1,24903,5053,2025,1258,1896,590,0,4,1,0,1,0,0,0,0,1,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19680,2,57,2,3,1,3,1,1,3,1,4,2,0,0,1,1,3,1,0.88,1,0,0,0,1,0,0,0,1,11025,4736,1157,704,1289,679,0,3,1,0,1,0,1,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
19681,1,74,5,3,2,2,0,1,3,1,5,6,0,0,0,1,3,4,0.50,0,0,0,0,0,0,0,0,1,23800,5154,2882,1160,1927,864,0,3,1,0,1,0,0,0,0,0,1,0,1,0,,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19682,2,50,2,2,2,7,2,1,3,1,5,5,1,0,1,0,3,1,0.42,0,0,0,0,0,0,0,0,1,8279,4690,1365,691,1137,568,0,3,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
19683,1,26,5,3,2,6,1,1,3,1,2,2,1,0,0,1,7,3,0.85,0,0,0,0,0,0,0,0,1,9263,4941,1110,937,1148,838,0,3,2,1,1,0,0,0,0,1,0,0,0,0,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,,1
19684,2,69,4,3,4,3,2,1,7,0,5,2,1,0,1,0,7,3,0.59,0,0,0,0,0,0,0,1,1,22193,5277,2697,1332,1840,551,0,4,1,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
19685,2,74,4,3,2,2,0,1,3,1,2,5,1,0,1,1,3,4,0.49,0,0,0,0,0,0,0,0,0,25348,5209,2014,1201,1718,959,0,2,1,1,1,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,1
19686,2,72,4,2,2,4,2,1,3,1,2,2,0,0,0,1,3,4,0.33,0,0,0,0,0,0,0,0,1,18901,5119,2437,1834,1746,899,0,4,1,1,1,0,0,0,0,0,1,0,0,0,,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,0
19687,1,43,5,3,2,3,0,1,3,0,11,2,1,1,0,1,1,1,0.32,4,0,0,0,0,0,0,0,0,5708,4298,522,35,721,360,0,3,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,1
19688,1,51,5,3,3,4,0,1,3,0,4,2,0,0,0,0,3,3,0.73,0,1,0,0,0,0,0,0,1,10418,4981,1448,634,1192,982,0,4,2,0,1,0,1,0,0,0,0,1,1,0,,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19689,2,34,3,3,2,2,0,1,3,0,6,5,1,0,0,0,7,1,0.53,0,0,0,0,0,0,0,0,1,5384,4379,85,324,640,412,0,3,1,0,1,0,1,0,0,0,1,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19690,2,43,5,3,1,2,1,1,7,1,11,2,1,1,1,1,5,4,0.78,0,0,0,0,1,0,0,0,0,6351,4927,1363,535,1061,842,0,4,1,0,1,0,0,0,0,0,1,0,0,0,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19691,1,30,4,1,1,2,0,1,3,1,10,2,1,0,1,0,3,4,0.44,0,0,0,0,0,0,0,0,1,16979,5238,2538,1558,1725,555,0,3,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,1
19692,2,44,3,1,1,5,0,1,3,0,10,2,0,0,1,1,5,1,0.66,0,0,0,0,0,0,0,0,0,28833,5849,3679,2252,2029,747,0,3,2,0,1,0,0,0,0,0,1,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19693,1,66,3,3,1,3,2,1,3,0,2,2,0,1,0,1,1,2,0.36,0,0,0,0,0,0,0,0,1,9782,4964,1464,563,1102,990,0,2,1,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
19694,1,38,4,3,4,2,2,1,4,1,5,6,0,0,1,1,5,3,0.55,0,0,0,0,0,0,0,0,1,11566,4785,677,565,1197,966,0,4,2,1,1,0,0,0,0,1,0,0,0,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,1
19695,1,68,5,3,2,3,0,1,4,1,5,2,1,1,2,1,7,3,0.35,0,0,0,0,0,0,0,0,1,7162,4747,996,703,1467,637,1,2,2,0,1,0,0,0,0,0,0,0,1,0,,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19696,1,84,3,1,2,1,1,1,3,0,6,2,0,1,0,1,3,4,0.34,0,0,0,0,0,1,0,0,1,5708,4310,70,102,869,757,0,3,2,0,0,0,0,0,0,0,1,0,0,1,,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,,0
19697,2,35,3,2,1,1,1,1,3,1,5,2,1,1,0,1,3,1,0.65,2,0,0,0,0,0,0,0,1,5972,4092,63,149,688,205,0,4,2,1,1,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,1
19698,1,27,3,3,2,3,0,1,4,0,5,5,0,0,0,0,3,3,0.42,0,0,0,0,0,0,0,0,1,23557,5476,1538,1369,1981,994,0,3,1,0,1,0,0,0,0,0,0,0,0,1,,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19699,2,35,2,2,4,2,2,1,3,1,5,5,1,0,0,1,5,4,0.41,0,0,0,0,1,0,0,0,0,8880,4880,825,726,1273,880,0,4,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
19700,1,81,3,4,1,3,1,1,3,0,2,6,1,0,1,1,5,1,0.53,0,0,0,0,0,0,0,0,1,16348,5316,2110,1719,1633,826,0,3,1,1,1,0,1,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
19701,2,32,5,3,2,2,2,1,3,0,11,2,0,0,0,1,1,1,0.42,2,0,0,0,0,0,0,0,1,8489,4633,976,937,1088,963,0,2,2,0,1,0,0,0,0,1,1,0,0,0,,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19702,1,26,4,1,1,2,1,1,3,1,9,6,1,1,0,0,3,1,0.38,0,0,0,0,0,0,0,0,1,6076,4212,327,273,835,287,0,4,2,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19703,1,17,5,3,1,2,0,1,3,1,5,6,1,0,2,1,1,1,0.45,3,0,0,0,0,0,0,0,1,9317,4809,679,685,1347,798,0,3,2,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
19704,2,69,5,3,1,5,1,1,3,1,9,2,1,0,0,1,1,3,0.35,17,0,0,0,1,0,0,0,1,6312,4691,1340,643,1134,573,0,2,2,1,1,0,1,0,0,0,0,0,1,0,,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,1
19705,1,61,4,4,2,3,1,1,3,1,10,2,1,0,1,1,4,4,0.54,1,0,0,0,0,0,0,0,1,6002,4180,72,185,799,981,1,3,1,0,1,0,0,0,0,0,1,0,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
19706,2,68,4,3,2,1,2,1,3,1,11,5,1,1,1,1,3,4,0.74,5,0,0,0,0,0,0,0,1,10966,4801,1426,918,1039,809,0,3,1,0,1,0,0,0,0,1,0,0,1,0,,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,,0
19707,2,74,4,3,3,1,0,3,6,0,9,3,1,0,1,1,3,1,0.54,0,0,0,0,0,0,0,0,1,5789,4437,119,149,811,19,0,3,1,1,1,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
