sex,age_sim,lv_educ,empl_stat,marit_stat,house_memb,chil_u_18_y,nation,religion,soc_econ_stat,prof_ind,prof_stat,count_house,own_field,num_car_house,own_rent_house,edu,temperam,ind_risk_sim,invest_exp_sim,shares,corp_oblig,oth,inv_fund,cash,crypto,gov_bond,deposits,income_sim,pers_exp_sim,house_exp_sim,taxes_sim,transp_telecom_sim,hobby_sim,banking,bk_oprat,bk_dc,bk_cc,bk_acc,ins_prop,ins_life,ins_casco,health_ins,overdraft,cons_cred,mortgage,car_leas,pens_ins
1,50,4,3,2,2,0,1,3,0,3,5,0,0,1,1,4,3,0.26187193,2,0,0,0,0,0,0,0,0,15303,4041,423,1103,964,284,0,3,0,0,1,0,0,0,0,1,0,0,0,0
1,38,4,3,1,1,1,1,2,0,4,3,1,0,1,1,3,2,0.43122974,0,0,0,0,0,0,0,0,0,21408,4363,294,790,877,265,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,3,1,2,1,1,3,0,5,3,1,0,1,1,4,2,0.5051076,0,0,0,0,0,0,0,0,1,25233,4587,563,700,1076,318,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,3,1,2,1,1,3,0,6,3,1,0,0,1,4,3,0.5314637,0,0,0,0,0,0,0,0,1,19631,4634,717,722,1155,371,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,55,3,4,2,1,2,2,3,0,4,2,1,0,0,0,4,3,0.49365395,0,0,0,0,0,0,0,0,1,28740,5051,551,675,1711,264,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,43,3,3,1,2,1,1,3,0,4,3,1,0,0,1,4,3,0.4855044,0,0,0,0,0,0,0,0,1,18961,4605,720,671,1164,411,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,49,3,4,2,2,2,2,3,0,4,3,1,0,1,0,4,3,0.4936407,0,0,0,0,0,0,0,0,1,24086,4674,636,712,1298,437,0,4,1,0,1,0,0,0,0,0,0,0,0,0
2,47,4,3,1,2,2,2,3,1,5,3,1,0,1,1,4,3,0.7079648,1,0,0,0,0,0,0,0,1,24221,4878,473,1063,1463,319,0,4,1,0,1,0,0,0,0,1,1,0,0,0
1,41,4,3,1,1,1,1,3,0,4,3,0,0,1,1,3,2,0.35792297,2,0,0,0,0,0,0,0,0,12392,4427,479,791,956,265,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,1,1,1,2,0,4,3,0,0,1,1,3,2,0.36009476,1,0,0,0,0,0,0,0,0,17260,4379,359,749,844,306,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,2,1,2,1,1,2,0,4,3,0,0,0,0,3,2,0.34355727,1,0,0,0,0,0,0,0,0,14814,4416,442,619,872,280,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,1,2,0,1,3,0,4,4,0,0,1,1,4,2,0.33325365,2,0,0,0,0,0,0,0,0,19389,4259,375,887,815,283,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,3,1,2,1,1,3,0,5,3,1,0,1,1,3,2,0.49409312,0,0,0,0,0,0,0,0,1,16401,4398,588,778,967,337,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,2,2,0,1,3,0,3,3,0,0,1,1,3,2,0.2908614,1,0,0,0,0,0,0,0,0,16833,4213,429,876,833,270,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,2,0,4,4,1,0,1,1,4,2,0.38016462,1,0,0,0,0,0,0,0,1,20225,4379,488,786,876,327,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,43,4,3,1,2,1,1,3,0,4,4,1,0,1,1,3,3,0.38181818,0,0,0,0,0,0,0,0,1,21951,4400,578,680,885,369,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,49,4,4,2,2,1,2,3,0,6,3,1,0,1,1,4,3,0.61886764,0,0,0,0,0,0,0,0,1,26469,4896,919,736,1523,387,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,37,4,2,1,2,1,1,2,0,4,3,0,0,0,0,3,2,0.39190406,2,0,0,0,0,0,0,0,0,17010,4400,376,666,915,287,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,45,4,3,2,2,2,1,3,0,5,3,1,0,0,1,3,2,0.4284109,1,0,0,0,0,0,0,0,1,15582,4562,619,610,1157,370,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,38,4,3,1,2,0,1,3,0,4,3,1,0,1,1,4,2,0.47012246,0,0,0,0,0,0,0,0,0,24613,4307,506,929,900,290,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,1,2,1,1,3,0,4,4,1,0,1,1,3,2,0.36744076,1,0,0,0,0,0,0,0,1,20083,4322,458,831,873,308,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,3,0,4,3,1,0,1,1,3,2,0.3685307,2,0,0,0,0,0,0,0,1,15321,4390,409,704,904,330,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,51,4,3,2,2,1,2,2,0,4,3,1,0,1,0,3,3,0.40403068,0,0,0,0,0,0,0,0,1,19151,4719,507,859,1139,328,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,43,4,3,1,2,1,2,3,0,4,3,1,0,1,1,4,3,0.38517326,0,0,0,0,0,0,0,0,1,22347,4339,679,715,942,351,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,3,0,4,3,0,0,1,1,4,2,0.39959934,1,0,0,0,0,0,0,0,1,17080,4432,564,750,946,292,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,43,4,3,2,1,1,1,3,0,4,3,0,0,1,1,3,2,0.3579295,1,0,0,0,0,0,0,0,1,14347,4288,505,640,839,346,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,38,4,3,1,2,1,1,3,0,4,3,0,0,1,1,3,2,0.3454845,1,0,0,0,0,0,0,0,1,19474,4359,532,704,896,340,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,1,2,1,1,3,0,5,4,1,0,1,1,4,3,0.46622178,0,0,0,0,0,0,0,0,1,22879,4414,569,913,897,338,0,4,1,0,1,0,0,0,0,0,0,0,0,0
1,47,4,3,2,2,0,1,3,0,4,4,0,0,1,1,5,3,0.36251566,3,0,0,0,0,0,0,0,0,27452,4215,521,1252,680,361,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,41,4,3,1,2,0,1,3,0,4,4,1,0,1,1,5,2,0.4746125,3,0,0,0,0,0,0,0,0,30295,4386,368,1191,812,312,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,43,4,4,2,2,1,1,3,0,6,3,1,0,1,1,4,3,0.51955974,0,0,0,0,0,0,0,0,1,23923,4731,853,734,1204,411,0,4,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,2,2,1,1,3,0,4,4,1,0,1,1,4,2,0.43151882,3,0,0,0,0,0,0,0,0,18005,4346,634,1119,868,343,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,40,4,3,1,2,0,1,2,0,4,3,1,0,1,1,3,2,0.38222438,1,0,0,0,0,0,0,0,1,20022,4404,486,660,943,308,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,3,1,2,1,1,2,0,4,3,1,0,1,1,3,2,0.36671484,0,0,0,0,0,0,0,0,0,19311,4381,515,674,863,334,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,1,2,1,1,2,0,4,3,1,0,1,1,4,2,0.42005992,0,0,0,0,0,0,0,0,1,23259,4465,475,648,909,301,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,44,3,3,2,2,1,1,2,0,3,3,1,0,0,0,3,3,0.34647128,0,0,0,0,0,0,0,0,1,19989,4447,516,730,1046,317,0,3,0,0,1,0,0,0,0,0,0,0,0,0
2,51,4,3,2,2,1,1,2,0,3,2,1,0,0,0,4,3,0.36239094,0,0,0,0,0,0,0,0,1,18943,4686,331,757,1225,266,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,38,4,3,1,2,1,1,3,0,4,3,1,0,1,1,3,2,0.40000343,1,0,0,0,0,0,0,0,1,16733,4423,582,737,978,308,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,43,3,3,1,2,1,1,2,0,4,3,1,0,1,0,4,2,0.3731934,0,0,0,0,0,0,0,0,1,20883,4449,485,680,1001,314,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,56,3,4,2,2,1,1,2,0,3,2,1,0,0,0,3,3,0.32960013,0,0,0,0,0,0,0,0,1,21184,4857,333,697,1441,247,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,43,4,3,2,2,0,1,3,0,3,3,0,0,1,1,3,2,0.3092115,2,0,0,0,0,0,0,0,0,13669,4257,322,736,837,276,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,49,4,3,2,2,1,1,2,0,4,2,1,0,0,0,3,3,0.34628704,0,0,0,0,0,0,0,0,1,18341,4668,413,647,1167,290,0,2,1,0,1,0,0,0,0,0,0,0,0,0
2,58,3,4,2,1,1,2,3,0,4,2,1,0,0,0,3,3,0.41958693,0,0,0,0,0,0,0,0,1,25878,4927,401,755,1430,234,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,3,0,4,3,1,0,0,1,4,2,0.4588851,1,0,0,0,0,0,0,0,1,22413,4536,487,719,1012,302,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,58,3,4,2,1,1,2,3,0,4,2,1,0,0,0,4,3,0.49255803,0,0,0,0,0,0,0,0,1,23752,4929,524,634,1501,299,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,47,3,3,2,1,1,1,2,0,3,2,0,0,0,0,3,2,0.33094406,0,0,0,0,0,0,0,0,1,16923,4528,324,619,1087,284,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,3,0,4,3,0,0,1,1,4,2,0.43085116,1,0,0,0,0,0,0,0,1,15976,4461,538,801,999,308,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,2,1,2,1,1,3,0,3,3,0,0,0,0,3,2,0.31771362,1,0,0,0,0,0,0,0,0,13288,4358,420,641,871,309,0,2,1,0,1,0,0,0,0,0,0,0,0,0
2,49,4,4,2,2,2,1,3,0,3,3,1,0,0,0,4,3,0.45883682,0,0,0,0,0,0,0,0,1,23264,4801,92,613,1427,353,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,44,4,3,2,2,1,2,3,1,6,4,1,0,1,1,4,3,0.55067384,0,0,0,0,0,0,0,0,1,19511,4458,895,932,1029,395,0,4,1,0,1,0,0,0,0,1,0,0,0,0
2,52,4,3,2,1,1,2,3,0,3,2,1,0,0,0,4,3,0.46467322,0,0,0,0,0,0,0,0,1,27151,4727,172,672,1247,252,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,3,1,2,2,1,3,0,6,4,1,0,1,1,4,2,0.60826486,2,0,0,0,0,0,0,0,1,18110,4659,648,1014,1031,374,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,56,4,4,2,2,0,2,2,0,3,2,1,0,0,0,4,3,0.42268565,0,0,0,0,0,0,0,0,1,30203,4760,265,906,1348,223,0,3,0,0,1,0,0,0,0,1,0,0,0,0
2,60,3,4,2,1,1,2,3,0,4,1,1,0,0,0,4,3,0.5123372,0,0,0,0,0,0,0,0,1,23305,5049,498,917,1736,236,0,3,1,0,1,0,0,0,0,0,1,0,0,0
2,62,4,5,2,2,2,2,4,1,5,3,1,0,0,1,5,4,0.7630951,0,0,0,0,0,0,0,0,1,29145,5229,927,1023,2027,439,0,4,1,0,1,0,0,0,0,1,1,0,0,0
1,45,3,3,2,2,1,1,2,0,3,2,1,0,0,0,3,2,0.3545992,1,0,0,0,0,0,0,0,1,18319,4494,290,738,993,285,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,44,4,3,2,1,1,1,3,0,4,3,0,0,0,1,4,3,0.41400552,2,0,0,0,0,0,0,0,1,16566,4480,331,650,995,304,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,38,4,2,1,2,1,1,3,0,4,3,1,0,1,1,3,2,0.4163557,1,0,0,0,0,0,0,0,0,14571,4397,371,725,878,288,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,1,2,1,1,3,0,4,3,1,0,0,1,3,2,0.47178835,0,0,0,0,0,0,0,0,1,19159,4590,473,625,1170,311,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,47,4,4,2,2,2,2,5,1,7,5,1,0,1,1,6,3,0.7570941,2,0,0,0,0,0,0,0,1,14942,4892,1389,1635,1466,503,0,4,2,0,1,0,0,0,0,1,0,0,0,0
1,44,4,3,1,1,0,1,2,0,3,4,0,0,1,1,4,2,0.34925672,0,0,0,0,0,0,0,0,0,32212,4109,109,880,742,214,0,4,0,0,1,0,0,0,0,1,0,0,0,0
1,40,4,3,1,2,1,1,3,0,3,3,1,0,1,1,3,2,0.41457805,2,0,0,0,0,0,0,0,0,14296,4396,490,813,946,326,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,58,4,4,2,1,1,2,3,0,4,2,1,0,0,0,4,3,0.5107152,0,0,0,0,0,0,0,0,1,23313,4917,514,791,1544,293,0,3,1,0,1,0,0,0,0,1,0,0,0,0
1,40,4,3,1,2,1,1,3,0,3,3,1,0,1,1,3,2,0.37022167,1,0,0,0,0,0,0,0,0,16977,4367,338,792,944,289,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,55,4,4,2,2,1,2,2,0,4,2,1,0,0,0,4,3,0.4381608,0,0,0,0,0,0,0,0,1,25811,4835,644,757,1466,330,0,3,0,0,1,0,0,0,0,1,0,0,0,0
1,41,4,3,1,2,0,1,2,0,3,3,0,0,1,1,3,2,0.33650276,1,0,0,0,0,0,0,0,0,21421,4323,267,717,827,255,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,38,4,2,1,2,1,1,3,0,3,3,0,0,1,1,3,2,0.37832323,1,0,0,0,0,0,0,0,0,14516,4313,385,796,872,276,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,1,2,1,1,3,0,4,3,0,0,0,1,3,2,0.36981854,2,0,0,0,0,0,0,0,1,15089,4449,613,707,1002,344,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,3,0,3,3,0,0,0,0,3,2,0.32779267,1,0,0,0,0,0,0,0,0,14665,4363,357,619,901,293,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,56,4,4,2,1,1,2,3,0,4,3,1,0,0,0,4,3,0.4502817,0,0,0,0,0,0,0,0,1,21913,4909,743,469,1518,391,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,47,4,3,1,2,1,1,4,0,5,4,1,0,1,1,4,3,0.4893844,2,0,0,0,0,0,0,0,1,19772,4620,526,980,1124,428,0,4,1,0,1,0,0,0,0,0,0,0,0,0
1,44,4,3,1,2,0,1,2,0,4,4,1,0,1,1,4,3,0.3692673,1,0,0,0,0,0,0,0,1,19629,4317,502,727,854,359,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,1,2,1,1,3,0,4,4,1,0,1,1,4,3,0.46018103,2,0,0,0,0,0,0,0,1,19506,4495,534,757,910,397,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,52,3,4,2,1,1,1,3,0,4,2,1,0,0,0,3,3,0.4340642,0,0,0,0,0,0,0,0,1,22192,4764,657,539,1400,401,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,2,2,2,0,1,3,0,3,3,0,0,1,1,3,2,0.31536013,1,0,0,0,0,0,0,0,0,15400,4203,342,846,780,263,0,3,0,0,1,0,0,0,0,0,0,0,0,0
2,43,4,4,1,3,2,2,3,1,8,4,1,0,1,1,5,3,0.7354469,0,0,0,0,0,0,0,0,1,25447,4791,1131,993,1288,484,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,41,3,3,2,1,1,1,3,0,3,3,0,0,0,0,3,2,0.35125276,1,0,0,0,0,0,0,0,0,15556,4387,405,639,998,275,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,44,4,3,2,2,1,1,3,0,4,4,0,0,1,1,4,2,0.37023535,2,0,0,0,0,0,0,0,1,13669,4325,477,918,839,325,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,37,4,2,1,2,1,1,3,0,6,4,1,0,1,1,4,2,0.54015523,1,0,0,0,0,0,0,0,1,16768,4581,512,902,969,359,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,56,3,4,2,1,1,2,3,0,4,2,1,0,0,0,4,3,0.5332827,0,0,0,0,0,0,0,0,1,27019,4977,538,633,1633,308,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,3,0,4,3,1,0,1,1,4,2,0.39410028,0,0,0,0,0,0,0,0,1,18509,4395,582,750,903,347,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,43,3,3,2,1,1,1,3,0,3,3,0,0,0,0,3,3,0.38633323,0,0,0,0,0,0,0,0,0,20218,4434,463,600,1011,293,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,3,2,1,1,0,1,2,0,3,3,0,0,1,0,3,2,0.27830014,1,0,0,0,0,0,0,0,0,15904,4247,342,661,808,282,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,48,4,3,1,2,1,1,3,0,4,3,1,0,1,1,3,3,0.41319156,0,0,0,0,0,0,0,0,1,19597,4600,457,871,1098,279,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,0,1,2,0,5,3,1,0,1,1,4,3,0.50813645,1,0,0,0,0,0,0,0,1,29554,4517,498,844,1102,294,0,4,1,0,1,0,0,0,0,1,0,0,0,0
2,58,4,4,2,1,1,2,2,0,3,2,1,0,0,0,4,3,0.43034273,0,0,0,0,0,0,0,0,1,25101,4868,357,788,1499,265,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,43,4,3,1,2,1,1,3,0,4,3,1,0,0,1,4,3,0.53362274,0,0,0,0,0,0,0,0,1,25849,4507,376,773,1144,285,0,4,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,0,1,2,0,4,3,0,0,1,1,4,2,0.4408616,1,0,0,0,0,0,0,0,0,24357,4336,347,833,853,293,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,3,1,2,1,1,3,0,4,3,1,0,1,1,3,2,0.36573252,1,0,0,0,0,0,0,0,0,14467,4384,518,803,936,298,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,45,4,3,2,1,1,1,3,0,4,3,1,0,1,1,4,3,0.5788215,1,0,0,0,0,0,0,0,1,14422,4674,661,979,1333,351,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,3,1,2,1,1,3,0,4,3,1,0,1,1,3,2,0.4053202,1,0,0,0,0,0,0,0,1,18898,4354,580,730,953,307,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,52,3,4,2,2,1,1,3,0,4,2,1,0,0,0,4,3,0.5203197,0,0,0,0,0,0,0,0,1,25205,4857,391,592,1534,285,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,75,3,5,3,1,2,2,3,0,4,1,1,0,0,0,4,4,0.55983543,0,0,0,0,0,0,0,0,1,38804,5601,672,718,2415,254,0,3,1,0,1,0,0,0,0,1,1,0,0,0
1,45,3,3,2,1,1,1,2,0,3,2,0,0,0,0,3,2,0.32490778,0,0,0,0,0,0,0,0,0,15778,4478,361,648,1036,278,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,3,1,2,1,1,3,0,3,3,1,0,1,0,3,2,0.34654638,1,0,0,0,0,0,0,0,0,15131,4354,283,682,880,279,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,2,2,1,2,3,0,4,4,1,0,1,1,3,3,0.37433985,0,0,0,0,0,0,0,0,1,20021,4333,615,842,850,341,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,3,1,2,1,1,3,0,4,3,1,0,1,1,4,2,0.4550398,1,0,0,0,0,0,0,0,1,15043,4461,570,959,1017,325,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,3,1,2,1,1,3,0,3,3,1,0,1,1,3,2,0.36267915,2,0,0,0,0,0,0,0,0,14230,4302,400,894,878,266,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,45,4,3,2,2,1,1,3,0,5,4,1,0,1,1,3,3,0.41919193,0,0,0,0,0,0,0,0,1,17846,4482,563,602,864,464,0,4,1,0,1,0,0,0,0,0,0,0,0,0
1,38,3,2,1,2,0,1,2,0,4,3,0,0,1,1,3,2,0.34340122,1,0,0,0,0,0,0,0,0,19504,4267,365,687,792,252,0,3,0,0,1,0,0,0,0,0,0,0,0,0
2,48,4,4,2,2,2,1,4,1,5,4,1,1,1,1,6,3,0.72388756,2,0,0,0,0,0,0,0,1,17229,4680,1295,1452,1434,518,0,4,2,0,1,0,0,0,0,1,0,0,0,0
1,43,4,3,2,2,1,1,3,0,4,4,0,0,1,1,3,2,0.33057332,1,0,0,0,0,0,0,0,1,12581,4328,537,684,858,357,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,3,0,5,3,1,0,1,1,3,2,0.51573044,0,0,0,0,0,0,0,0,1,20643,4566,500,741,1025,370,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,3,1,2,1,1,3,0,4,3,1,0,0,1,3,2,0.43062285,0,0,0,0,0,0,0,0,1,19719,4585,488,670,1134,334,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,3,1,2,1,1,3,0,4,3,1,0,1,1,3,2,0.4206206,1,0,0,0,0,0,0,0,1,13065,4448,504,815,1005,316,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,2,0,4,3,0,0,1,1,3,2,0.38289315,1,0,0,0,0,0,0,0,0,15519,4360,495,758,882,334,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,3,1,2,1,1,3,0,4,3,1,0,0,1,3,2,0.3953317,0,0,0,0,0,0,0,0,1,16328,4438,585,706,1014,331,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,50,4,3,2,1,1,1,3,0,4,3,1,0,0,0,3,3,0.34438416,0,0,0,0,0,0,0,0,1,18571,4522,415,587,1087,330,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,39,4,3,1,2,0,1,3,0,4,3,1,0,1,1,3,2,0.4035467,0,0,0,0,0,0,0,0,0,20678,4386,650,839,969,316,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,38,3,2,1,2,1,1,2,0,4,3,0,0,1,1,3,2,0.34791285,1,0,0,0,0,0,0,0,0,15996,4342,352,795,804,296,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,45,4,4,2,2,2,1,4,1,6,3,1,0,0,1,4,3,0.72038263,0,0,0,0,0,0,0,0,1,23242,4854,913,922,1545,420,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,41,4,2,2,2,1,1,3,0,5,4,0,0,1,1,4,2,0.36270908,2,0,0,0,0,0,0,0,0,16330,4320,615,1017,792,344,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,48,3,3,2,2,1,1,3,0,4,3,1,0,0,0,3,3,0.42996708,0,0,0,0,0,0,0,0,1,19565,4647,555,652,1259,345,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,1,2,0,2,3,0,5,4,1,0,1,1,5,3,0.56079257,3,0,0,0,0,0,0,0,1,34717,4431,369,1291,860,327,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,41,4,3,1,2,2,1,3,1,6,4,1,0,1,1,4,3,0.5552645,1,0,0,0,0,0,0,0,1,16927,4503,745,750,1090,401,0,4,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,3,0,3,3,1,0,1,1,4,2,0.44593188,1,0,0,0,0,0,0,0,0,17403,4430,542,844,999,318,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,2,2,1,1,2,0,4,3,0,0,0,1,3,2,0.3235113,1,0,0,0,0,0,0,0,0,15556,4276,463,666,828,339,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,50,4,4,2,2,1,2,3,0,4,4,1,0,1,1,3,3,0.3438849,0,0,0,0,0,0,0,0,1,18784,4282,623,760,846,404,0,4,1,0,1,0,0,0,0,0,0,0,0,0
1,38,4,2,1,1,0,1,2,0,3,3,1,0,1,1,3,2,0.40180925,1,0,0,0,0,0,0,0,0,23187,4279,151,818,813,219,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,1,2,1,1,3,0,5,4,1,0,1,1,3,2,0.41706344,2,0,0,0,0,0,0,0,1,18468,4413,294,693,1025,354,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,3,3,1,2,1,1,2,0,3,3,0,0,0,0,3,2,0.3244091,1,0,0,0,0,0,0,0,0,16065,4366,397,603,941,289,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,44,4,3,1,2,1,1,3,0,5,4,1,0,1,1,3,3,0.443038,0,0,0,0,0,0,0,0,1,22005,4322,476,781,839,330,0,4,1,0,1,0,0,0,0,0,0,0,0,0
1,40,3,3,1,1,1,1,3,0,4,3,0,0,0,0,3,2,0.3955246,1,0,0,0,0,0,0,0,0,16322,4470,406,681,1008,266,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,38,4,2,1,2,0,1,2,0,4,3,0,0,1,1,4,2,0.34984186,1,0,0,0,0,0,0,0,0,19727,4250,496,820,871,288,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,46,4,3,2,2,1,1,3,0,3,2,1,0,0,0,3,2,0.35944164,0,0,0,0,0,0,0,0,1,15860,4499,343,621,1041,319,0,2,1,0,1,0,0,0,0,0,0,0,0,0
1,47,4,3,2,2,1,2,2,0,4,3,1,0,1,0,4,3,0.40236184,0,0,0,0,0,0,0,0,1,22927,4493,508,842,1039,302,0,3,0,0,1,0,0,0,0,0,0,0,0,0
2,53,4,3,2,2,1,1,3,0,4,2,1,0,0,0,3,3,0.42679843,0,0,0,0,0,0,0,0,1,19542,4937,386,845,1336,280,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,54,4,4,2,2,2,1,3,0,5,2,1,0,0,1,4,3,0.61561257,0,0,0,0,0,0,0,0,1,24850,5001,574,771,1616,356,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,2,2,1,1,3,0,4,4,1,0,1,1,4,3,0.3992346,2,0,0,0,0,0,0,0,1,14543,4419,538,1038,1011,335,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,50,3,4,2,1,1,1,3,0,3,3,1,0,0,0,3,3,0.4673045,0,0,0,0,0,0,0,0,1,23429,4674,468,572,1324,301,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,53,3,4,2,2,2,2,3,1,5,2,1,0,0,0,4,3,0.61517674,0,0,0,0,0,0,0,0,1,28036,4805,722,707,1628,418,0,4,1,0,1,0,0,0,0,0,0,0,0,0
1,38,4,3,1,2,0,1,3,0,4,3,0,0,1,1,4,2,0.41010636,1,0,0,0,0,0,0,0,0,21714,4310,318,850,816,266,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,47,4,4,2,2,1,2,3,0,6,3,1,0,1,1,5,3,0.6659948,0,0,0,0,0,0,0,0,1,28727,4783,845,935,1469,424,0,4,1,0,1,0,0,0,0,1,0,0,0,0
